Id,Label,type,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,modularity_class,stat_inf_class,eigencentrality,clustering,triangles
Blossom Images Gift Wrap Set,Blossom Images Gift Wrap Set,Product,152,11764,4,0.487637,0.511501,0.000023,0.009416,0.009416,0.000167,0,3,754,0.160657,0.745469,8555
Bag 250g Swirly Marbles,Bag 250g Swirly Marbles,Product,484,56790,4,0.532157,0.581967,0.000281,0.029497,0.029497,0.000546,0,7,474,0.499697,0.719556,84106
Beaded Crystal Heart Green On Stick,Beaded Crystal Heart Green On Stick,Product,507,46584,4,0.538162,0.588385,0.000299,0.026644,0.026644,0.000514,0,6,378,0.454437,0.58636,75213
Polkadot Rain Hat,Polkadot Rain Hat,Product,487,50948,4,0.535634,0.584414,0.000079,0.029714,0.029714,0.00048,0,3,558,0.50373,0.721753,85413
Dolly Girl Lunch Box,Dolly Girl Lunch Box,Product,1315,340669,4,0.6533,0.745425,0.00431,0.053226,0.053226,0.002998,0,3,769,0.90761,0.303445,262163
Baking Mould Toffee Cup Chocolate,Baking Mould Toffee Cup Chocolate,Product,102,12129,5,0.473039,0.494815,0.000011,0.005307,0.005307,0.000174,0,3,836,0.090682,0.721219,3715
Dog Bowl Vintage Cream,Dog Bowl Vintage Cream,Product,10,933,5,0.451618,0.46654,0,0.000715,0.000715,0.000077,0,18,541,0.012409,0.955556,43
Childrens Apron Apples Design,Childrens Apron Apples Design,Product,455,61950,4,0.526495,0.574946,0.000142,0.027026,0.027026,0.000557,0,3,142,0.45836,0.703219,72632
6 Ribbons Rustic Charm,6 Ribbons Rustic Charm,Product,1383,261017,4,0.666243,0.758991,0.005676,0.054678,0.054678,0.002446,0,3,877,0.932982,0.287383,274638
Birdhouse Decoration Magic Garden,Birdhouse Decoration Magic Garden,Product,178,14437,4,0.495373,0.519888,0.000053,0.009094,0.009094,0.000212,0,6,167,0.15642,0.686536,10815
Regency Tea Strainer,Regency Tea Strainer,Product,219,21134,4,0.495654,0.525321,0.000022,0.013649,0.013649,0.000233,0,8,598,0.232062,0.771145,18408
Christmas Retrospot Tree Wood,Christmas Retrospot Tree Wood,Product,459,48946,4,0.528298,0.576535,0.000098,0.027122,0.027122,0.000459,0,24,813,0.459771,0.703542,73950
Pig Keyring With Light & Sound,Pig Keyring With Light & Sound,Product,117,8723,4,0.486191,0.505846,0.000309,0.007315,0.007315,0.00016,0,7,771,0.124574,0.745948,5062
Illustrated Cat Bowl,Illustrated Cat Bowl,Product,41,4878,4,0.470325,0.484814,0.000006,0.003001,0.003001,0.000135,0,6,151,0.051407,0.842683,691
Spaceboy Beaker,Spaceboy Beaker,Product,377,59665,4,0.514213,0.557504,0.000048,0.022401,0.022401,0.000527,0,3,438,0.379982,0.721246,51119
Red Vintage Spot Beaker,Red Vintage Spot Beaker,Product,356,48703,4,0.516644,0.556138,0.000046,0.02198,0.02198,0.000444,0,3,670,0.373201,0.745355,47099
Vintage Jingle Bells Heart,Vintage Jingle Bells Heart,Product,4,265,5,0.383592,0.40209,0,0.000179,0.000179,0.000059,0,24,100,0.003048,1,6
Union Jack Flag Passport Cover,Union Jack Flag Passport Cover,Product,185,16552,4,0.494346,0.520174,0.000027,0.011973,0.011973,0.000209,0,1,808,0.203574,0.810987,13803
Chocolate This Way Metal Sign,Chocolate This Way Metal Sign,Product,686,84596,4,0.561911,0.623999,0.000936,0.036579,0.036579,0.00083,0,18,81,0.620692,0.557256,130930
Red Hanging Heart T-Light Holder,Red Hanging Heart T-Light Holder,Product,797,105245,4,0.578008,0.646365,0.000958,0.039305,0.039305,0.001014,0,18,716,0.667809,0.474152,150404
Charlie & Lola Wastepaper Bin Blue,Charlie & Lola Wastepaper Bin Blue,Product,78,7338,4,0.471,0.490215,0.000053,0.00281,0.00281,0.000171,0,6,276,0.048887,0.593407,1782
Box Of Vintage Jigsaw Blocks,Box Of Vintage Jigsaw Blocks,Product,160,13771,4,0.487003,0.511882,0.00001,0.010428,0.010428,0.000171,0,7,822,0.177428,0.805975,10252
Set Of 36 Pantry Paper Doilies,Set Of 36 Pantry Paper Doilies,Product,459,62067,4,0.52766,0.576121,0.000089,0.027167,0.027167,0.000556,0,3,872,0.460884,0.69243,72782
Christmas Musical Zinc Tree,Christmas Musical Zinc Tree,Product,277,25385,4,0.505882,0.5393,0.00001,0.017752,0.017752,0.00027,0,24,798,0.301038,0.889368,33997
Set Of 4 Napkin Charms Cutlery,Set Of 4 Napkin Charms Cutlery,Product,72,7196,5,0.474579,0.492051,0.000092,0.0046,0.0046,0.000142,0,18,332,0.07856,0.766823,1960
Sweeties Stickers,Sweeties Stickers,Product,31,2230,5,0.462855,0.478072,0.000004,0.002304,0.002304,0.000087,0,3,631,0.039438,0.898925,418
Blue Party Bags,Blue Party Bags,Product,69,9130,4,0.465566,0.485163,0.000003,0.003998,0.003998,0.000137,0,3,533,0.068265,0.748508,1756
Jumbo Bag Baroque Black White,Jumbo Bag Baroque Black White,Product,971,200169,4,0.601744,0.679851,0.001332,0.045995,0.045995,0.001751,0,1,516,0.781728,0.427437,201295
Bread Bin Diner Style Red,Bread Bin Diner Style Red,Product,78,6344,5,0.475095,0.493068,0.000007,0.005424,0.005424,0.000124,0,8,880,0.092781,0.867799,2606
Travel Card Wallet Vintage Leaf,Travel Card Wallet Vintage Leaf,Product,317,41925,4,0.512105,0.548291,0.000056,0.020516,0.020516,0.000407,0,21,781,0.348701,0.794595,39547
Regency Tea Plate Pink,Regency Tea Plate Pink,Product,641,87925,4,0.555367,0.614849,0.000474,0.033746,0.033746,0.000803,0,8,753,0.573291,0.543604,111504
Set Of 4 Knick Knack Tins Doily,Set Of 4 Knick Knack Tins Doily,Product,755,127406,4,0.568487,0.636231,0.000697,0.038109,0.038109,0.001115,0,3,245,0.64711,0.502742,143098
Dog Toy With Pink Crochet Skirt,Dog Toy With Pink Crochet Skirt,Product,2,144,5,0.433697,0.450762,0,0.000106,0.000106,0.000061,0,7,602,0.001888,1,1
Jumbo Bag Charlie And Lola Toys,Jumbo Bag Charlie And Lola Toys,Product,514,65479,4,0.539157,0.589656,0.002393,0.021851,0.021851,0.000869,0,6,846,0.375686,0.432582,57032
Funky Monkey Cushion Cover,Funky Monkey Cushion Cover,Product,53,3176,5,0.462855,0.480836,0.000005,0.00233,0.00233,0.000092,0,6,324,0.040108,0.689405,950
Lets Go Shopping Cotton Tote Bag,Lets Go Shopping Cotton Tote Bag,Product,19,1154,4,0.448913,0.465879,0,0.001288,0.001288,0.000067,0,6,528,0.022112,0.994152,170
Felt Egg Cosy Ladybird,Felt Egg Cosy Ladybird,Product,66,4216,5,0.458887,0.479597,0.000007,0.00233,0.00233,0.000112,0,6,699,0.04084,0.773427,1659
Party Food Shopper Bag,Party Food Shopper Bag,Product,36,2811,5,0.463428,0.479216,0,0.002909,0.002909,0.000078,0,1,504,0.049588,1,630
Rectangular Shaped Mirror,Rectangular Shaped Mirror,Product,99,12158,5,0.465318,0.489065,0,0.006216,0.006216,0.000151,0,3,438,0.105455,0.988662,4796
Wall Art Treasure Ahoy,Wall Art Treasure Ahoy,Product,53,4317,5,0.437896,0.461107,0.000021,0.002249,0.002249,0.000123,0,18,874,0.038406,0.730044,1006
Easter Tin Chicks Pink Daisy,Easter Tin Chicks Pink Daisy,Product,48,3985,5,0.46433,0.481408,0.000006,0.002425,0.002425,0.0001,0,3,542,0.041662,0.79078,892
Baking Set Spaceboy Design,Baking Set Spaceboy Design,Product,397,41321,4,0.5192,0.563096,0.00008,0.023774,0.023774,0.000394,0,3,831,0.403337,0.705824,55482
Glitter Butterfly Clips,Glitter Butterfly Clips,Product,211,16480,4,0.500095,0.527227,0.000022,0.014665,0.014665,0.000194,0,3,562,0.249352,0.857414,18996
Egg Cup Natural Chicken,Egg Cup Natural Chicken,Product,111,9167,5,0.487003,0.505808,0.000019,0.006251,0.006251,0.000159,0,6,52,0.107468,0.714333,4361
Recycled Pencil With Rabbit Eraser,Recycled Pencil With Rabbit Eraser,Product,455,39626,4,0.533238,0.578727,0.000221,0.026993,0.026993,0.000425,0,6,849,0.458488,0.683807,70627
Traditional Wooden Skipping Rope,Traditional Wooden Skipping Rope,Product,768,99970,4,0.571709,0.639535,0.000587,0.04044,0.04044,0.000903,0,7,759,0.685817,0.537253,158236
Pink Diamante Pen In Gift Box,Pink Diamante Pen In Gift Box,Product,265,24057,4,0.505395,0.537743,0.000131,0.010882,0.010882,0.000354,0,6,719,0.188435,0.569554,19923
Yellow/Orange Flower Design Plate,Yellow/Orange Flower Design Plate,Product,14,820,5,0.420285,0.440596,0,0.000446,0.000446,0.00007,0,6,38,0.007798,1,91
White Hanging Beads Candle Holder,White Hanging Beads Candle Holder,Product,2,121,5,0.435932,0.452669,0,0.000181,0.000181,0.000058,0,18,460,0.00314,1,1
Retrospot Heart Hot Water Bottle,Retrospot Heart Hot Water Bottle,Product,707,89045,4,0.564207,0.627875,0.000563,0.036843,0.036843,0.000829,0,24,86,0.625275,0.531969,132764
Toast Its - I Love You,Toast Its - I Love You,Product,94,7259,4,0.484038,0.501398,0.000006,0.005974,0.005974,0.000123,0,3,329,0.102039,0.774194,3384
Vintage Union Jack Apron,Vintage Union Jack Apron,Product,96,6134,4,0.486552,0.503526,0.000002,0.006203,0.006203,0.000114,0,6,528,0.106513,0.924123,4214
Rain Poncho,Rain Poncho,Product,5,341,5,0.39833,0.418103,0,0.000278,0.000278,0.000059,0,7,78,0.004699,1,10
Hot Baths Soap Holder,Hot Baths Soap Holder,Product,44,3574,5,0.472187,0.486777,0.000009,0.002792,0.002792,0.000099,0,18,789,0.047654,0.846723,801
Travel Card Wallet Union Jack,Travel Card Wallet Union Jack,Product,351,38869,4,0.516542,0.555248,0.000342,0.020981,0.020981,0.000402,0,21,527,0.357004,0.703185,42947
Home Building Block Word,Home Building Block Word,Product,590,59807,4,0.54978,0.605287,0.000409,0.03262,0.03262,0.000604,0,18,204,0.553475,0.60945,105895
Glass Jar Marmalade,Glass Jar Marmalade,Product,53,6646,5,0.464906,0.482425,0.000003,0.002928,0.002928,0.000124,0,3,836,0.050365,0.859216,1184
Porcelain Budah Incense Holder,Porcelain Budah Incense Holder,Product,64,6593,5,0.467975,0.486205,0.000024,0.002827,0.002827,0.000149,0,6,677,0.048673,0.563492,1136
6 Gift Tags 50'S Christmas,6 Gift Tags 50'S Christmas,Product,620,94735,4,0.548171,0.608209,0.00026,0.033957,0.033957,0.00084,0,24,622,0.575605,0.603413,115789
Pink Cat Bowl,Pink Cat Bowl,Product,297,22313,4,0.508925,0.543779,0.000011,0.019365,0.019365,0.000245,0,24,156,0.328464,0.866071,38069
Party Invites Jazz Hearts,Party Invites Jazz Hearts,Product,75,5860,4,0.473551,0.491644,0.000002,0.004763,0.004763,0.000114,0,3,501,0.081264,0.847568,2352
Blue Savannah Picnic Hamper For 2,Blue Savannah Picnic Hamper For 2,Product,110,7311,4,0.486191,0.504924,0.000001,0.007478,0.007478,0.000122,0,6,673,0.12803,0.936781,5616
Funky Diva Pen,Funky Diva Pen,Product,679,81266,4,0.561791,0.623014,0.001623,0.036995,0.036995,0.000802,0,24,186,0.627328,0.581017,133739
Butterfly Crochet Food Cover,Butterfly Crochet Food Cover,Product,1,50,6,0.314848,0.319863,0,0.000002,0.000002,0.000061,0,3,650,0.00006,0,0
Small Heart Measuring Spoons,Small Heart Measuring Spoons,Product,862,95922,4,0.585099,0.658152,0.000617,0.043396,0.043396,0.000891,0,6,752,0.736838,0.487147,180776
Magnets Pack Of 4 Swallows,Magnets Pack Of 4 Swallows,Product,457,45527,4,0.528405,0.576344,0.000386,0.024524,0.024524,0.000482,0,3,331,0.417281,0.567767,59159
Marie Antoinette Trinket Box Gold,Marie Antoinette Trinket Box Gold,Product,9,1507,6,0.31848,0.325359,0.000002,0.000005,0.000005,0.000167,0,5,361,0.000265,0.75,27
Natural Slate Rectangle Chalkboard,Natural Slate Rectangle Chalkboard,Product,581,61322,4,0.5468,0.602459,0.00028,0.032468,0.032468,0.000593,0,18,339,0.550971,0.612689,103232
White Goose Feather Tree 60cm,White Goose Feather Tree 60cm,Product,6,332,5,0.40107,0.421534,0.000742,0.000175,0.000175,0.000134,0,24,612,0.003052,0.333333,5
Wall Art Buffalo Bill,Wall Art Buffalo Bill,Product,73,7149,5,0.44976,0.473402,0.000029,0.003068,0.003068,0.000162,0,18,874,0.052431,0.689117,1811
Fairy Cake Design Umbrella,Fairy Cake Design Umbrella,Product,15,944,5,0.460579,0.474387,0,0.001113,0.001113,0.000065,0,3,538,0.019263,0.980952,103
12 Pencils Tall Tube Woodland,12 Pencils Tall Tube Woodland,Product,283,25542,4,0.509024,0.542191,0.000013,0.018788,0.018788,0.000264,0,7,53,0.318962,0.821517,32781
Vintage Union Jack Memoboard,Vintage Union Jack Memoboard,Product,37,11998,5,0.455303,0.472862,0.000065,0.001375,0.001375,0.000221,0,18,457,0.023739,0.518018,345
Balloon Pump With 10 Balloons,Balloon Pump With 10 Balloons,Product,136,12394,4,0.484038,0.506735,0.000003,0.00922,0.00922,0.000156,0,3,171,0.156806,0.879412,8073
Pack Of 12 Dolly Girl Tissues,Pack Of 12 Dolly Girl Tissues,Product,412,39654,4,0.522406,0.566813,0.000038,0.025565,0.025565,0.000378,0,24,486,0.433094,0.772364,65393
Small Round Cut Glass Candlestick,Small Round Cut Glass Candlestick,Product,3,193,5,0.385282,0.403679,0,0.000129,0.000129,0.000059,0,24,138,0.002213,0.333333,1
Georgian Trinket Box,Georgian Trinket Box,Product,3,165,5,0.412162,0.431351,0,0.000187,0.000187,0.000058,0,8,21,0.003193,1,3
Greeting Card Square Doughnuts,Greeting Card Square Doughnuts,Product,10,661,5,0.440989,0.457962,0,0.000628,0.000628,0.000062,0,21,99,0.010669,1,45
Assorted Shapes Photo Clip Silver,Assorted Shapes Photo Clip Silver,Product,1,60,5,0.345541,0.355541,0,0.000041,0.000041,0.000057,0,1,538,0.000699,0,0
Large Medina Stamped Metal Bowl,Large Medina Stamped Metal Bowl,Product,1,77,7,0.240179,0.243126,0,0,0,0.000126,0,19,343,0.000018,0,0
Pretty Hanging Quilted Hearts,Pretty Hanging Quilted Hearts,Product,168,13826,5,0.491383,0.516101,0.000036,0.009269,0.009269,0.00019,0,24,681,0.157983,0.666809,9354
Wooden Star Christmas Scandinavian,Wooden Star Christmas Scandinavian,Product,995,178633,4,0.604099,0.683727,0.004261,0.044118,0.044118,0.001817,0,24,767,0.752335,0.385005,190008
3d Dog Picture Playing Cards,3d Dog Picture Playing Cards,Product,12,815,5,0.438776,0.456532,0,0.000894,0.000894,0.000063,0,6,606,0.015217,0.909091,60
Feltcraft Butterfly Hearts,Feltcraft Butterfly Hearts,Product,676,101693,4,0.56047,0.621966,0.000517,0.036234,0.036234,0.000904,0,7,290,0.614712,0.565185,128947
Ceramic Pirate Chest Money Bank,Ceramic Pirate Chest Money Bank,Product,189,15061,4,0.494719,0.520841,0.000004,0.013427,0.013427,0.000176,0,3,287,0.228105,0.889452,15802
Red Coat Rack Paris Fashion,Red Coat Rack Paris Fashion,Product,26,2061,5,0.449683,0.467334,0.000027,0.001418,0.001418,0.000098,0,18,457,0.024357,0.676923,220
Cherub Heart Decoration Silver,Cherub Heart Decoration Silver,Product,292,27628,4,0.505103,0.540857,0.00011,0.015377,0.015377,0.000318,0,24,409,0.26158,0.635362,26994
Magnets Pack Of 4 Home Sweet Home,Magnets Pack Of 4 Home Sweet Home,Product,249,23444,4,0.501914,0.533391,0.000117,0.01399,0.01399,0.00028,0,3,196,0.238588,0.640497,19776
Retrospot Lamp,Retrospot Lamp,Product,2,142,5,0.441434,0.457339,0,0.000198,0.000198,0.000058,0,18,21,0.003455,1,1
Ass Floral Print Spirit Level,Ass Floral Print Spirit Level,Product,1,96,5,0.342473,0.351697,0,0.000027,0.000027,0.000058,0,6,22,0.000482,0,0
Pink Stocking Christmas Decoration,Pink Stocking Christmas Decoration,Product,6,347,5,0.389863,0.408953,0.000001,0.000155,0.000155,0.000066,0,24,123,0.002719,0.466667,7
Christmas Card Stack Of Presents,Christmas Card Stack Of Presents,Product,54,4945,4,0.447764,0.469183,0.000004,0.002753,0.002753,0.000107,0,24,412,0.046734,0.740741,1060
Hello Sailor Blue Soap Holder,Hello Sailor Blue Soap Holder,Product,3,167,5,0.443674,0.459563,0,0.000254,0.000254,0.000059,0,6,825,0.004442,1,3
Tree T-Light Holder Willie Winkie,Tree T-Light Holder Willie Winkie,Product,32,2485,5,0.450146,0.468192,0,0.002039,0.002039,0.000077,0,24,734,0.034567,0.969758,481
Money Box Biscuits Design,Money Box Biscuits Design,Product,3,170,5,0.412486,0.431719,0.000003,0.0001,0.0001,0.000082,0,3,603,0.001775,0.666667,2
Save The Planet Mug,Save The Planet Mug,Product,607,73491,4,0.552094,0.608718,0.000298,0.034457,0.034457,0.000711,0,18,866,0.584182,0.626628,115250
Blue Polkadot Garden Parasol,Blue Polkadot Garden Parasol,Product,2,176,5,0.401808,0.421057,0,0.000093,0.000093,0.000068,0,1,459,0.00162,1,1
Small Hammered Silver Candlepot,Small Hammered Silver Candlepot,Product,6,447,5,0.425122,0.443983,0.000002,0.000403,0.000403,0.000077,0,18,418,0.006914,0.8,12
Box Of 24 Cocktail Parasols,Box Of 24 Cocktail Parasols,Product,1172,187256,4,0.631592,0.718516,0.003776,0.05067,0.05067,0.001773,0,3,875,0.862879,0.350392,240441
Cake Stand Lovebird 2 Tier White,Cake Stand Lovebird 2 Tier White,Product,1,57,1,1,1,0,0,0,0.000376,1,14,0,0.000018,0,0
Set Of 6 Funky Beakers,Set Of 6 Funky Beakers,Product,239,18947,5,0.502972,0.532876,0.000084,0.010817,0.010817,0.00027,0,6,33,0.186992,0.632748,17996
Felt Egg Cosy Blue Rabbit,Felt Egg Cosy Blue Rabbit,Product,87,6182,5,0.480315,0.497992,0.000001,0.006539,0.006539,0.000115,0,3,445,0.111743,0.91259,3414
Easter Tin Chicks In Garden,Easter Tin Chicks In Garden,Product,35,2634,4,0.447687,0.466927,0,0.001616,0.001616,0.000082,0,3,683,0.027716,0.922689,549
Brocante Coat Rack,Brocante Coat Rack,Product,10,944,5,0.3605,0.375454,0,0.000131,0.000131,0.000077,0,18,457,0.002349,1,45
Pantry Hook Balloon Whisk,Pantry Hook Balloon Whisk,Product,4,386,5,0.388823,0.40873,0.000001,0.00009,0.00009,0.000196,0,8,66,0.001591,0.5,3
Scotties Childrens Apron,Scotties Childrens Apron,Product,114,7829,5,0.486732,0.506062,0.000004,0.006453,0.006453,0.000136,0,6,868,0.110934,0.846608,5453
Set Of 72 Skull Paper Doilies,Set Of 72 Skull Paper Doilies,Product,167,20458,4,0.490647,0.515345,0.000038,0.010566,0.010566,0.000231,0,3,816,0.179989,0.773104,10716
Egg Frying Pan Blue,Egg Frying Pan Blue,Product,5,360,5,0.424709,0.443392,0.000003,0.000113,0.000113,0.000088,0,24,89,0.002035,0.8,8
Flowers Stickers,Flowers Stickers,Product,26,1672,5,0.470156,0.482838,0,0.001934,0.001934,0.000073,0,6,436,0.033294,0.941538,306
Blue Fly Swat,Blue Fly Swat,Product,24,1371,4,0.456809,0.472614,0.000741,0.001848,0.001848,0.000119,0,6,673,0.031684,0.916667,253
Scotties Design Washbag,Scotties Design Washbag,Product,84,5405,5,0.459772,0.482584,0.000006,0.002596,0.002596,0.00013,0,6,635,0.045863,0.9607,3349
Feltcraft Hairband Red And Blue,Feltcraft Hairband Red And Blue,Product,177,13332,4,0.493602,0.518522,0.000017,0.011737,0.011737,0.000169,0,7,888,0.199506,0.827684,12892
Set/6 Red Spotty Paper Plates,Set/6 Red Spotty Paper Plates,Product,987,174810,4,0.603543,0.682742,0.00306,0.044519,0.044519,0.001686,0,3,76,0.7582,0.392013,190750
Red Kukui Coconut Seed Necklace,Red Kukui Coconut Seed Necklace,Product,3,159,1,1,1,0.000001,0,0,0.000526,7,15,883,0.000054,0.333333,1
Greeting Card Sticky Gordon,Greeting Card Sticky Gordon,Product,53,3540,5,0.45937,0.478358,0.000001,0.002498,0.002498,0.000097,0,6,757,0.043284,0.930334,1282
Welcome Wooden Block Letters,Welcome Wooden Block Letters,Product,38,2804,4,0.467892,0.482463,0,0.002768,0.002768,0.000081,0,18,541,0.047234,0.970128,682
Set Of 5 Pancake Day Magnets,Set Of 5 Pancake Day Magnets,Product,398,45130,4,0.520953,0.564144,0.000164,0.022725,0.022725,0.000442,0,3,770,0.386113,0.652899,51581
Hairclips Forties Fabric Assorted,Hairclips Forties Fabric Assorted,Product,33,2302,5,0.458647,0.475213,0.000001,0.001857,0.001857,0.000078,0,21,603,0.031863,0.734848,388
Family Photo Frame Cornice,Family Photo Frame Cornice,Product,87,7219,5,0.479788,0.497484,0.000006,0.006349,0.006349,0.000132,0,18,404,0.108413,0.896819,3355
Pink & White Breakfast Tray,Pink & White Breakfast Tray,Product,3,190,5,0.382417,0.400324,0.000741,0.000116,0.000116,0.000133,0,6,614,0.00205,0.333333,1
6 Rocket Balloons,6 Rocket Balloons,Product,331,28367,4,0.514314,0.551658,0.000113,0.020799,0.020799,0.000296,0,7,491,0.353047,0.753072,41129
Ninja Rabbit Pink,Ninja Rabbit Pink,Product,9,651,5,0.438189,0.455433,0,0.000345,0.000345,0.000072,0,6,904,0.006082,0.888889,32
Multicolour 3d Balls Garland,Multicolour 3d Balls Garland,Product,6,362,5,0.430141,0.44824,0,0.000273,0.000273,0.000062,0,6,662,0.004759,0.6,9
Assorted Laquered Incense Holders,Assorted Laquered Incense Holders,Product,29,2453,5,0.427338,0.448856,0.000006,0.000918,0.000918,0.000093,0,6,677,0.015865,0.519704,211
Green Drawer Knob Acrylic Edwardian,Green Drawer Knob Acrylic Edwardian,Product,219,25156,4,0.503842,0.530627,0.000011,0.014793,0.014793,0.000264,0,18,779,0.251567,0.859788,20524
Lavender Toilette Bottle,Lavender Toilette Bottle,Product,73,4983,4,0.46598,0.485703,0.000004,0.003694,0.003694,0.000104,0,24,89,0.062946,0.773973,2034
Acrylic Jewel Icicle Pink,Acrylic Jewel Icicle Pink,Product,6,368,5,0.37211,0.389192,0.000109,0.000179,0.000179,0.000104,0,24,612,0.003087,0.466667,7
Heart Mini Portrait Frame,Heart Mini Portrait Frame,Product,44,3124,5,0.465566,0.48163,0.000009,0.002785,0.002785,0.000111,0,18,656,0.047492,0.858351,812
Set3 Book Box Green Gingham Flower,Set3 Book Box Green Gingham Flower,Product,242,24379,4,0.504714,0.533994,0.000071,0.015489,0.015489,0.000257,0,3,504,0.263324,0.811015,23650
Childs Garden Rake Pink,Childs Garden Rake Pink,Product,23,1887,5,0.42464,0.445825,0.000001,0.000941,0.000941,0.000094,0,7,542,0.016136,0.794466,201
Party Invites Dinosaurs,Party Invites Dinosaurs,Product,72,6364,5,0.465484,0.485538,0.000002,0.004524,0.004524,0.000118,0,3,906,0.077151,0.870501,2225
Sweetheart Ceramic Trinket Box,Sweetheart Ceramic Trinket Box,Product,902,121451,4,0.590766,0.665968,0.001484,0.043772,0.043772,0.001165,0,18,104,0.743715,0.452244,183770
Ivory String Curtain With Pole,Ivory String Curtain With Pole,Product,15,1054,5,0.407995,0.428905,0,0.000438,0.000438,0.000072,0,6,618,0.00761,0.980952,103
Assorted Tutti Frutti Large Purse,Assorted Tutti Frutti Large Purse,Product,1,81,5,0.328162,0.334604,0,0.000018,0.000018,0.000058,0,7,746,0.000317,0,0
Blue Paisley Tissue Box,Blue Paisley Tissue Box,Product,67,5605,5,0.469567,0.487857,0.000006,0.003441,0.003441,0.000116,0,6,684,0.059061,0.696517,1540
Mirrored Wall Art Skulls,Mirrored Wall Art Skulls,Product,24,1598,5,0.416151,0.437673,0.000031,0.000575,0.000575,0.000111,0,6,366,0.010183,0.630435,174
Wall Art Animals And Nature,Wall Art Animals And Nature,Product,65,5780,5,0.44624,0.469653,0.00002,0.002699,0.002699,0.000143,0,18,874,0.046149,0.720192,1498
Number Tile Cottage Garden 6,Number Tile Cottage Garden 6,Product,3,152,3,0.470588,0.604167,0,0,0,0.000404,4,2,190,0.000054,0.666667,2
Strawberry Picnic Bag,Strawberry Picnic Bag,Product,264,33913,4,0.501434,0.534979,0.000058,0.015056,0.015056,0.000336,0,3,287,0.256219,0.713417,24767
S/12 Vanilla Botanical T-Lights,S/12 Vanilla Botanical T-Lights,Product,5,337,5,0.412292,0.431688,0,0.000237,0.000237,0.00008,0,18,528,0.00406,0.6,6
Ridged Glass Storage Jar Cream Lid,Ridged Glass Storage Jar Cream Lid,Product,4,215,5,0.381195,0.399581,0,0.000129,0.000129,0.000073,0,3,836,0.002219,1,6
Noel Wooden Block Letters,Noel Wooden Block Letters,Product,15,1006,5,0.452632,0.468033,0.000002,0.001091,0.001091,0.000072,0,24,204,0.018618,0.914286,96
Office Mug Warmer Polkadot,Office Mug Warmer Polkadot,Product,145,10766,4,0.488818,0.511278,0.000005,0.010395,0.010395,0.000147,0,24,143,0.17659,0.909674,9497
First Aid Tin,First Aid Tin,Product,115,11270,4,0.481903,0.502573,0.000014,0.007376,0.007376,0.000158,0,7,197,0.125824,0.764455,5011
Heart Wreath Decoration With Bell,Heart Wreath Decoration With Bell,Product,482,48367,4,0.532697,0.581872,0.000222,0.026239,0.026239,0.000494,0,24,216,0.445762,0.617671,71601
Paint Your Own Eggs In Crate,Paint Your Own Eggs In Crate,Product,48,5083,5,0.440989,0.463108,0,0.002084,0.002084,0.000108,0,3,689,0.035577,1,1128
Alarm Clock Bakelike Green,Alarm Clock Bakelike Green,Product,1047,160971,4,0.610426,0.693449,0.002169,0.048443,0.048443,0.001457,0,8,801,0.822997,0.4046,221551
Vintage Doily Deluxe Sewing Kit,Vintage Doily Deluxe Sewing Kit,Product,283,23588,4,0.502298,0.53768,0.000032,0.017818,0.017818,0.000249,0,24,283,0.302126,0.800591,31946
Paint Your Own Canvas Set,Paint Your Own Canvas Set,Product,280,36204,4,0.507252,0.540539,0.00003,0.017291,0.017291,0.000352,0,7,403,0.293703,0.73743,28804
3d Hearts Honeycomb Paper Garland,3d Hearts Honeycomb Paper Garland,Product,70,4370,4,0.469651,0.488118,0,0.004735,0.004735,0.000091,0,3,502,0.080596,0.995445,2404
Vintage Billboard Love/Hate Mug,Vintage Billboard Love/Hate Mug,Product,182,17953,5,0.499714,0.523218,0.000195,0.011852,0.011852,0.000249,0,18,151,0.201923,0.78192,12879
Pack Of 60 Spaceboy Cake Cases,Pack Of 60 Spaceboy Cake Cases,Product,903,218217,4,0.590633,0.665999,0.000986,0.042933,0.042933,0.001849,0,3,749,0.729864,0.44063,179448
Home Sweet Home Key Holder,Home Sweet Home Key Holder,Product,26,3962,5,0.4427,0.46131,0.000008,0.000925,0.000925,0.000115,0,18,874,0.015923,0.787692,256
Set Of 3 Wooden Stocking Decoration,Set Of 3 Wooden Stocking Decoration,Product,675,75788,4,0.557255,0.620123,0.000401,0.035532,0.035532,0.000719,0,24,568,0.602901,0.558993,127157
Blue Tv Tray Table,Blue Tv Tray Table,Product,7,502,5,0.404909,0.42452,0,0.000319,0.000319,0.000066,0,6,326,0.005566,0.904762,19
Red Retrospot Shopper Bag,Red Retrospot Shopper Bag,Product,902,131942,4,0.590766,0.665968,0.001309,0.043836,0.043836,0.001205,0,3,774,0.744993,0.454545,184705
Brown Kukui Coconut Seed Necklace,Brown Kukui Coconut Seed Necklace,Product,2,120,2,0.75,0.833333,0,0,0,0.000391,7,15,883,0.000036,1,1
4 Purple Flock Dinner Candles,4 Purple Flock Dinner Candles,Product,1,82,1,1,1,0,0,0,0.000376,13,16,762,0.000018,0,0
